station_id,brand,name,address,phone,area,district,first_seen,last_seen
5b6d76f60256,PETROLINA,Δ. ΚΤΩΡΙΔΗΣ & ΥΙΟΣ ΛΤΔ,Λεωφ. Λάρνακος 5 Τ.Κ 1035,22349326,Λευκωσία,Nicosia,2026-09-13,2026-09-13
896e4ee2aacd,PETROLINA,ΚΩΣΤΑΚΗΣ Δ. ΚΩΝΣΤΑΝΤΙΝΟΥ,Λεωφ. Γ.Γρίβα Διγενή 17 Τ.Κ 1082,22765623,Λευκωσία,Nicosia,2026-09-13,2026-09-13
82d0d5b8a85f,PETROLINA,Π. ΛΟΙΖΟΥ & ΥΙΟΙ ΛΙΜΙΤΕΔ,Λεωφ. Στροβόλου 60 Τ.Κ 2018,22422060,Στρόβολος,Nicosia,2026-09-13,2026-09-13
772be93750d2,SHELL,CHRYSANTHOS CHRYSANTHOU BUSINESS LTD,Αρχ. Μακαρίου Γ' 126 Τ.Κ 2827,22924292,Γαλάτα,Nicosia,2026-09-13,2026-09-13
2435de52a3ba,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,Λεωφ. Αμμοχώστου 57 Τ.Κ 1016,22347110,Παλλουριώτισσα,Nicosia,2026-09-13,2026-09-13
67516854f59e,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,Λεωφ. Αθαλάσσας 33 Τ.Κ 2012,22025430,Στρόβολος,Nicosia,2026-09-13,2026-09-13
41841cb23dbd,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,Tσερίου 36 Νήσου (Χαλεπιανές) Τ.Κ 2571,22485563,Πέρα Χωριό Νήσου,Nicosia,2026-09-13,2026-09-13
bc3de85eae09,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,Λεωφ. Λεμεσού 5 Τ.Κ 2563,22496037,Αλάμπρα,Nicosia,2026-09-13,2026-09-13
2d1dc84554ad,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,Λεωφ. Αρχ. Μακαρίου Γ΄ 276 Τ.Κ 2311,22050045,Λακατάμεια,Nicosia,2026-09-13,2026-09-13
14ab75b4aa66,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,Λεωφ. Τσερίου 228 Τ.Κ 2044,22322871,Στρόβολος,Nicosia,2026-09-13,2026-09-13
f06cc2016c8b,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,"Λεωφ. Λευκωσίας 74, Περιστερώνα Τ.Κ 2731",22821555,Περιστερώνα,Nicosia,2026-09-13,2026-09-13
a63d37840b3e,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,"Λεωφ. Αρχ. Μακαρίου Γ΄44, Κλήρου Τ.Κ 2600",22632327,Κλήρου,Nicosia,2026-09-13,2026-09-13
0aefcb943b9f,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,Λεωφ. Γρηγόρη Αυξεντίου 16 Τ.Κ 2368,22778752,Άγιος Δομέτιος,Nicosia,2026-09-13,2026-09-13
f3cb3f8d3a20,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,Λεωφ. Κυριάκου Μάτση 54 Τ.Κ 2368,22449148,Άγιος Δομέτιος,Nicosia,2026-09-13,2026-09-13
08c3056f889a,SHELL,MOROTON ENTERPRISES LIMITED,Αρχ. Μακαρίου Γ' 11 Τ.Κ 2800,22922335,Κακοπετριά,Nicosia,2026-09-13,2026-09-13
5a578950625a,SHELL,OMNI FUEL POINT LTD,Λεωφ. Αρχ. Μακαρίου Γ΄ 49 Τ.Κ 1065,22753252,Λευκωσία,Nicosia,2026-09-13,2026-09-13
9cbdb349d454,SHELL,ΑΝΔΡΕΑΣ ΔΩΡΟΘΕΟΥ & ΥΙΟΙ ΛΙΜΙΤΕΔ,Λεωφ. Λόρδου Βύρωνος 5 Τ.Κ 1096,22674988,Λευκωσία,Nicosia,2026-09-13,2026-09-13
3fef2e98f65b,SHELL,Κ. ΚΟΦΤΕΡΟΣ & Γ. ΓΕΡΟΥ ΛΙΜΙΤΕΔ,Κινύρα 9 Τ.Κ 1102,22664520,Λευκωσία,Nicosia,2026-09-13,2026-09-13
5fc48382973b,SHELL,ΠΑΥΛΟΣ ΔΙΑΚΟΣ & ΥΙΟΙ (ΠΕΤΡΕΛΑΙΟΕΙΔΗ) ΛΙΜΙΤΕΔ,Γρηγόρη Αυξεντίου Ακάκι Τ.Κ 2720,22821452,Ακάκι,Nicosia,2026-09-13,2026-09-13
49f291bb3d72,SHELL,ΣΟΦΟΚΛΗΣ ΣΟΦΟΚΛΕΟΥΣ,Πουλίου και Καποτά 6 Τ.Κ 1035,22349984,Παλλουριώτισσα,Nicosia,2026-09-13,2026-09-13
f4d2b1d30ed4,STAROIL,STAROIL (CYPRUS) LTD,Κώστα Μισιαούλη 168 Τ.Κ 2480,22370234,Τσέρι,Nicosia,2026-09-13,2026-09-13
507f1f44e378,STAROIL,STAROIL (CYPRUS) LTD,"Γρηγόρη Αυξεντίου 29, Πέρα Ορεινής Τ.Κ 2650",22621264,Πέρα Ορεινής,Nicosia,2026-09-13,2026-09-13
a3c0cf5666e0,STAROIL,STAROIL (CYPRUS) LTD,Λεωφ. Αγίου Γεωργίου 107 Τ.Κ 2304,22371550,Λακατάμεια,Nicosia,2026-09-13,2026-09-13
7b3d6f74a132,STAROIL,STAROIL (CYPRUS) LTD,"Μεγάλου Αλεξάνδρου 46, Παλιομέτοχο Τ.Κ 2682",22832066,Παλιομέτοχο,Nicosia,2026-09-13,2026-09-13
5d55628ec03b,STAROIL,STAROIL (CYPRUS) LTD,"Ακανθούς 4, Πάνω Δευτερά Τ.Κ 2460",22575112,Δευτερά,Nicosia,2026-09-13,2026-09-13
b0e8f28941c2,STAROIL,STAROIL (CYPRUS) LTD,Πεύκου 71 Τ.Κ 2326,22313771,Λακατάμεια,Nicosia,2026-09-13,2026-09-13
d9f037ee2555,STAROIL,STAROIL (CYPRUS) LTD,Λεωφ. Αρχ. Μακαρίου Γ΄ 54 Τ.Κ 2324,22780022,Λακατάμεια,Nicosia,2026-09-13,2026-09-13
bcfe91ea09aa,STAROIL,STAROIL (CYPRUS) LTD,Λεώφ. Μητροπολίτη Χρύσανθου Σαριγιάννη 110 Τ.Κ 2831,22575173,Ευρύχου,Nicosia,2026-09-13,2026-09-13
2be80460e2e6,EKO,G & K Kouppas Ltd,Κωνσταντινουπόλεως 2 Τ.Κ 8820,26321515,Πόλης Χρυσοχούς,Paphos,2026-09-13,2026-09-13
e02b4792b83a,EKO,G.M. (LEONTIOS) LIMITED,Γρίβα Διγενή 20 Τ.Κ 8873,26321500,Αργάκα,Paphos,2026-09-13,2026-09-13
0c0bfa6b6769,EKO,J.K PETROL STATION AND CARWASH LTD,Δημοκρατίας 91 Τ.Κ 8028,26221190,Πάφος,Paphos,2026-09-13,2026-09-13
15cf154d622b,EKO,M.T. EFTHIMIOU ENTERPRISES LTD,Λεωφ. Αρχ.Μακαρίου Γ' 4 Τ.Κ 8250,26273244,Έμπα,Paphos,2026-09-13,2026-09-13
ac84fe0ca4a9,EKO,N & C FAKONDIS BROS PETROLEUM LTD,Λεωφ. Αρχ. Μακαρίου Γ' 31 Τ.Κ 8200,26962471,Γεροσκήπου,Paphos,2026-09-13,2026-09-13
a8a9b3e4e12f,EKO,R.A.M. OIL CYPRUS LIMITED,εντός Διεθνούς Αεροδρομίου Πάφου Τ.Κ 8507,26222001,Τίμη,Paphos,2026-09-13,2026-09-13
f4ab2c452dea,EKO,R.A.M. OIL CYPRUS LIMITED,Μανδριά Τ.Κ 8504,26422230,Μανδριά,Paphos,2026-09-13,2026-09-13
0a5e60e91490,EKO,R.A.M. OIL CYPRUS LIMITED,Σπύρου Κυπριανού και Σωτηράκη Μαρκίδη Τ.Κ 8041,26949140,Πάφος,Paphos,2026-09-13,2026-09-13
b994933d2448,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Μιχαλάκη Κυπριανού 121 Τ.Κ 8560,26343943,Πέγεια,Paphos,2026-09-13,2026-09-13
34932a59bf86,EKO,R.A.M. OIL CYPRUS LIMITED,Λεωφ. Χλώρακας 104 - 106 Τ.Κ 8220,26967073,Χλώρακα,Paphos,2026-09-13,2026-09-13
f5945935bb49,EKO,S. KALLIKAS LIMITED,Δρόμος Κάθικα - Πάνω Αρόδες Τ.Κ 8703,26652654,Αρόδες,Paphos,2026-09-13,2026-09-13
122aa6b021d2,EKO,S. KALLIKAS LIMITED,Λεωφ. Αγ.Γεωργίου 82 Τ.Κ 8560,26621132,Πέγεια,Paphos,2026-09-13,2026-09-13
7c12967369e5,EKO,SPECTO LTD,Λεωφ. Έμπας 144 Τ.Κ 8250,26270301,Έμπα,Paphos,2026-09-13,2026-09-13
c6158b4fcb5f,EKO,ΑΝΔΡΕΑΣ Μ. ΚΟΜΜΑΤΟΣ ΛΙΜΙΤΕΔ,Λεώφ. Αποστόλου Παύλου 20 Τ.Κ 8046,26932437,Πάφος,Paphos,2026-09-13,2026-09-13
fcc769f17c2b,ENI,P. DIOGENOUS PETROL STATION LTD,Λεωφ. Μεσόγης 87 Τ.Κ 8280,26946925,Μεσόγη,Paphos,2026-09-13,2026-09-13
0bc666d07f6e,ENI,PETROLINA (HOLDINGS) PUBLIC LIMITED,Λεωφ. Κυριάκου Μάτση Τ.Κ 8300,26322007,Κονιά,Paphos,2026-09-13,2026-09-13
1bae28692c95,ENI,Κ. ΜΑΡΜΑΡΑΣ ΠΕΤΡΕΛΑΙΟΕΙΔΗ ΛΙΜΙΤΕΔ,Τάφοι των Βασιλέων 108 Τ.Κ 8015,26932429,Τάφοι των Βασιλέων,Paphos,2026-09-13,2026-09-13
71f50aee8649,ESSO,"""ΑΔΕΛΦΟΙ ΚΟΥΡΙΔΗ ΛΙΜΙΤΕΔ""",Ευαγόρα Παλληκαρίδη 53 Τ.Κ 8010,26933657,Πάφος,Paphos,2026-09-13,2026-09-13
b0bfb1dc3b5b,ESSO,LINERIA SERVICES LTD,Λεωφ. Αρχ. Μακαρίου Γ' 80 Τ.Κ 8221,26271020,Χλώρακα,Paphos,2026-09-13,2026-09-13
b8ca587237dd,ESSO,SONSIRE HOLDINGS LTD,Ασπρόκρεμου 10 Τ.Κ 8505,26222507,Νικόκλεια,Paphos,2026-09-13,2026-09-13
aec251ff51dc,ESSO,SONSIRE HOLDINGS LTD,Γρίβα Διγενή 68 Τ.Κ 8873,26323237,Αργάκα,Paphos,2026-09-13,2026-09-13
70804ad4c6ed,ESSO,SPLS TRADING CO LIMITED,Λεωφ. Δημοκρατίας 41 Τ.Κ 8028,26952346,Πάφος,Paphos,2026-09-13,2026-09-13
0e4663dea41e,ESSO,Δ.Α. ΠΑΠΑΣΑΒΒΑΣ ΛΙΜΙΤΕΔ,Λεωφ. Μεσόγης 51 Τ.Κ 8280,26819145,Μεσόγη,Paphos,2026-09-13,2026-09-13
d63746beb1b5,ESSO,Π. ΚΟΚΚΙΝΟΣ ΠΕΤΡΕΛΑΙΟΕΙΔΗ ΛΤΔ,Ελευθερίας 1 Τ.Κ 8550,26632440,Στρουμπί,Paphos,2026-09-13,2026-09-13
e796a9d3d435,ESSO,ΧΑΡΙΛΑΟΣ ΔΑΝΙΗΛ ΛΙΜΙΤΕΔ,Τάφοι των Βασιλέων 82 Τ.Κ 8015,26933861,Τάφοι των Βασιλέων,Paphos,2026-09-13,2026-09-13
74c4f4a42210,PETROLINA,IOSIF. P. IOSIF TRADING LIMITED,Μαρίου 10 Τ.Κ 8820,26321425,Πόλης Χρυσοχούς,Paphos,2026-09-13,2026-09-13
996e90f70398,PETROLINA,NIGHTGARDEN LTD,Αρσινόης & Αρχ. Μακαρίου Γ΄ 32 Τ.Κ 8830,26321331,Πόλης Χρυσοχούς,Paphos,2026-09-13,2026-09-13
1552d6c63ab2,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Λεωφ. Αρχ. Μακαρίου Γ' 105 Τ.Κ 8200,26963231,Γεροσκήπου,Paphos,2026-09-13,2026-09-13
83e2c7cccb9a,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Λεωφ. Ευρώπης 11 Τ.Κ 8042,26600022,Γεροσκήπου,Paphos,2026-09-13,2026-09-13
87bc9a5f5af2,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Λεώφ. Αγίου Γεωργίου Τ.Κ 8560,26622612,Πέγεια,Paphos,2026-09-13,2026-09-13
64e46f2932df,PETROLINA,PETROLINA (HOLDINGS) PUBLIC LIMITED,Ευαγόρα Παλληκαρίδη 105 Τ.Κ 8010,26932185,Πάφος,Paphos,2026-09-13,2026-09-13
d6e5e190801d,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,Δρόμος Πάφου - Πόλης Χρυσοχούς Τ.Κ 8850,26021282,Γουδί,Paphos,2026-09-13,2026-09-13
b431bffa5187,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,Λεωφ. Αρχ. Μακαρίου Γ' 33 Τ.Κ 8820,26020010,Πόλης Χρυσοχούς,Paphos,2026-09-13,2026-09-13
2bb2812d2829,SHELL,CORAL ENERGY PRODUCTS CYPRUS LTD,Ευαγόρα Παλληκαρίδη 10 Τ.Κ 8010,26932494,Πάφος,Paphos,2026-09-13,2026-09-13
02712f946c71,SHELL,ONELZIG LTD,Αρχ. Μακαρίου Γ' 3 Τ.Κ 8507,26423777,Τίμη,Paphos,2026-09-13,2026-09-13
70b0af332d9f,STAROIL,STAROIL (CYPRUS) LTD,Λεωφ. Χλώρακας 70 Τ.Κ 8220,26812600,Χλώρακα,Paphos,2026-09-13,2026-09-13
54d562b7ab71,TOTAL PLUS,CIRCLEOFFICES LTD,Λεωφ.Αφροδίτης 21 Τ.Κ 8270,26654694,Τρεμιθούσα,Paphos,2026-09-13,2026-09-13
f2f4e4925f53,TOTAL PLUS,TOTAL PLUS LIMITED,Αγίου Γεωργίου Νικοξυλίτη 75 Τ.Κ 8700,26843256,Δρούσια,Paphos,2026-09-13,2026-09-13
