key,station_id,fuel,price,first_seen,last_seen,delisted_on
5dd7d7a9710d:diesel,5dd7d7a9710d,diesel,1.859,2026-09-13,2026-09-14,
5dd7d7a9710d:heating_oil,5dd7d7a9710d,heating_oil,1.499,2026-09-13,2026-09-14,
5dd7d7a9710d:kerosene,5dd7d7a9710d,kerosene,1.429,2026-09-13,2026-09-14,
5dd7d7a9710d:unleaded95,5dd7d7a9710d,unleaded95,1.589,2026-09-13,2026-09-14,
5dd7d7a9710d:unleaded98,5dd7d7a9710d,unleaded98,1.629,2026-09-13,2026-09-14,
5f1d9d44de4c:diesel,5f1d9d44de4c,diesel,1.869,2026-09-13,2026-09-14,
5f1d9d44de4c:heating_oil,5f1d9d44de4c,heating_oil,1.509,2026-09-13,2026-09-14,
5f1d9d44de4c:kerosene,5f1d9d44de4c,kerosene,1.439,2026-09-13,2026-09-14,
5f1d9d44de4c:unleaded95,5f1d9d44de4c,unleaded95,1.599,2026-09-13,2026-09-14,
5f1d9d44de4c:unleaded98,5f1d9d44de4c,unleaded98,1.674,2026-09-13,2026-09-14,
5f6aecc094a5:diesel,5f6aecc094a5,diesel,1.868,2026-09-13,2026-09-14,
5f6aecc094a5:heating_oil,5f6aecc094a5,heating_oil,1.530,2026-09-13,2026-09-14,
5f6aecc094a5:kerosene,5f6aecc094a5,kerosene,1.441,2026-09-13,2026-09-14,
5f6aecc094a5:unleaded95,5f6aecc094a5,unleaded95,1.596,2026-09-13,2026-09-14,
5f6aecc094a5:unleaded98,5f6aecc094a5,unleaded98,1.669,2026-09-13,2026-09-14,
5fc48382973b:diesel,5fc48382973b,diesel,1.917,2026-09-13,2026-09-14,
5fc48382973b:heating_oil,5fc48382973b,heating_oil,1.525,2026-09-13,2026-09-14,
5fc48382973b:kerosene,5fc48382973b,kerosene,1.355,2026-09-13,2026-09-14,
5fc48382973b:unleaded95,5fc48382973b,unleaded95,1.645,2026-09-13,2026-09-14,
5fc48382973b:unleaded98,5fc48382973b,unleaded98,1.675,2026-09-13,2026-09-14,
5fd49366646f:diesel,5fd49366646f,diesel,1.909,2026-09-13,2026-09-14,
5fd49366646f:heating_oil,5fd49366646f,heating_oil,1.529,2026-09-13,2026-09-14,
5fd49366646f:kerosene,5fd49366646f,kerosene,1.439,2026-09-13,2026-09-14,
5fd49366646f:unleaded95,5fd49366646f,unleaded95,1.649,2026-09-13,2026-09-14,
5fd49366646f:unleaded98,5fd49366646f,unleaded98,1.699,2026-09-13,2026-09-14,
5fdf8a375f2a:diesel,5fdf8a375f2a,diesel,1.929,2026-09-13,2026-09-14,
5fdf8a375f2a:heating_oil,5fdf8a375f2a,heating_oil,1.559,2026-09-13,2026-09-14,
5fdf8a375f2a:kerosene,5fdf8a375f2a,kerosene,1.469,2026-09-13,2026-09-14,
5fdf8a375f2a:unleaded95,5fdf8a375f2a,unleaded95,1.667,2026-09-13,2026-09-14,
5fdf8a375f2a:unleaded98,5fdf8a375f2a,unleaded98,1.707,2026-09-13,2026-09-14,
61489bbd24f4:diesel,61489bbd24f4,diesel,1.939,2026-09-13,2026-09-14,
61489bbd24f4:heating_oil,61489bbd24f4,heating_oil,1.559,2026-09-13,2026-09-14,
61489bbd24f4:kerosene,61489bbd24f4,kerosene,1.469,2026-09-13,2026-09-14,
61489bbd24f4:unleaded95,61489bbd24f4,unleaded95,1.679,2026-09-13,2026-09-14,
61489bbd24f4:unleaded98,61489bbd24f4,unleaded98,1.729,2026-09-13,2026-09-14,
624124474669:diesel,624124474669,diesel,1.909,2026-09-13,2026-09-14,
624124474669:heating_oil,624124474669,heating_oil,1.528,2026-09-13,2026-09-14,
624124474669:kerosene,624124474669,kerosene,1.435,2026-09-13,2026-09-14,
624124474669:unleaded95,624124474669,unleaded95,1.649,2026-09-13,2026-09-14,
624124474669:unleaded98,624124474669,unleaded98,1.699,2026-09-13,2026-09-14,
64c1bca40276:diesel,64c1bca40276,diesel,1.859,2026-09-13,2026-09-14,
64c1bca40276:heating_oil,64c1bca40276,heating_oil,1.528,2026-09-13,2026-09-14,
64c1bca40276:kerosene,64c1bca40276,kerosene,1.435,2026-09-13,2026-09-14,
64c1bca40276:unleaded95,64c1bca40276,unleaded95,1.599,2026-09-13,2026-09-14,
64c1bca40276:unleaded98,64c1bca40276,unleaded98,1.699,2026-09-13,2026-09-14,
64e46f2932df:diesel,64e46f2932df,diesel,1.919,2026-09-13,2026-09-14,
64e46f2932df:heating_oil,64e46f2932df,heating_oil,1.559,2026-09-13,2026-09-14,
64e46f2932df:kerosene,64e46f2932df,kerosene,1.489,2026-09-13,2026-09-14,
64e46f2932df:unleaded95,64e46f2932df,unleaded95,1.669,2026-09-13,2026-09-14,
64e46f2932df:unleaded98,64e46f2932df,unleaded98,1.689,2026-09-13,2026-09-14,
65b480ad17ec:diesel,65b480ad17ec,diesel,1.894,2026-09-13,2026-09-14,
65b480ad17ec:heating_oil,65b480ad17ec,heating_oil,1.528,2026-09-13,2026-09-14,
65b480ad17ec:kerosene,65b480ad17ec,kerosene,1.435,2026-09-13,2026-09-14,
65b480ad17ec:unleaded95,65b480ad17ec,unleaded95,1.642,2026-09-13,2026-09-14,
65b480ad17ec:unleaded98,65b480ad17ec,unleaded98,1.699,2026-09-13,2026-09-14,
66d305f4af2e:diesel,66d305f4af2e,diesel,1.909,2026-09-13,2026-09-14,
66d305f4af2e:heating_oil,66d305f4af2e,heating_oil,1.528,2026-09-13,2026-09-14,
66d305f4af2e:kerosene,66d305f4af2e,kerosene,1.435,2026-09-13,2026-09-14,
66d305f4af2e:unleaded95,66d305f4af2e,unleaded95,1.647,2026-09-13,2026-09-14,
66d305f4af2e:unleaded98,66d305f4af2e,unleaded98,1.699,2026-09-13,2026-09-14,
66e87f05a350:diesel,66e87f05a350,diesel,1.887,2026-09-13,2026-09-14,
66e87f05a350:heating_oil,66e87f05a350,heating_oil,1.559,2026-09-13,2026-09-14,
66e87f05a350:kerosene,66e87f05a350,kerosene,1.489,2026-09-13,2026-09-14,
66e87f05a350:unleaded95,66e87f05a350,unleaded95,1.623,2026-09-13,2026-09-14,
66e87f05a350:unleaded98,66e87f05a350,unleaded98,1.689,2026-09-13,2026-09-14,
67516854f59e:diesel,67516854f59e,diesel,1.867,2026-09-13,2026-09-14,
67516854f59e:heating_oil,67516854f59e,heating_oil,1.559,2026-09-13,2026-09-14,
67516854f59e:kerosene,67516854f59e,kerosene,1.469,2026-09-13,2026-09-14,
67516854f59e:unleaded95,67516854f59e,unleaded95,1.599,2026-09-13,2026-09-14,
67516854f59e:unleaded98,67516854f59e,unleaded98,1.629,2026-09-13,2026-09-14,
69c2fb53eb4c:diesel,69c2fb53eb4c,diesel,1.920,2026-09-13,2026-09-14,
69c2fb53eb4c:heating_oil,69c2fb53eb4c,heating_oil,1.567,2026-09-13,2026-09-14,
69c2fb53eb4c:kerosene,69c2fb53eb4c,kerosene,1.497,2026-09-13,2026-09-14,
69c2fb53eb4c:unleaded95,69c2fb53eb4c,unleaded95,1.649,2026-09-13,2026-09-14,
69c2fb53eb4c:unleaded98,69c2fb53eb4c,unleaded98,1.695,2026-09-13,2026-09-14,
69f804f17a32:diesel,69f804f17a32,diesel,1.919,2026-09-13,2026-09-14,
69f804f17a32:heating_oil,69f804f17a32,heating_oil,1.559,2026-09-13,2026-09-14,
69f804f17a32:kerosene,69f804f17a32,kerosene,1.489,2026-09-13,2026-09-14,
69f804f17a32:unleaded95,69f804f17a32,unleaded95,1.649,2026-09-13,2026-09-14,
69f804f17a32:unleaded98,69f804f17a32,unleaded98,1.689,2026-09-13,2026-09-14,
69fd22d4956b:diesel,69fd22d4956b,diesel,1.909,2026-09-13,2026-09-14,
69fd22d4956b:heating_oil,69fd22d4956b,heating_oil,1.529,2026-09-13,2026-09-14,
69fd22d4956b:kerosene,69fd22d4956b,kerosene,1.439,2026-09-13,2026-09-14,
69fd22d4956b:unleaded95,69fd22d4956b,unleaded95,1.647,2026-09-13,2026-09-14,
69fd22d4956b:unleaded98,69fd22d4956b,unleaded98,1.697,2026-09-13,2026-09-14,
6c1ec11817fc:diesel,6c1ec11817fc,diesel,1.919,2026-09-13,2026-09-14,
6c1ec11817fc:heating_oil,6c1ec11817fc,heating_oil,1.570,2026-09-13,2026-09-14,
6c1ec11817fc:kerosene,6c1ec11817fc,kerosene,1.431,2026-09-13,2026-09-14,
6c1ec11817fc:unleaded95,6c1ec11817fc,unleaded95,1.649,2026-09-13,2026-09-14,
6c1ec11817fc:unleaded98,6c1ec11817fc,unleaded98,1.694,2026-09-13,2026-09-14,
6ca3bacda2ef:diesel,6ca3bacda2ef,diesel,1.899,2026-09-13,2026-09-14,
6ca3bacda2ef:heating_oil,6ca3bacda2ef,heating_oil,1.528,2026-09-13,2026-09-14,
6ca3bacda2ef:kerosene,6ca3bacda2ef,kerosene,1.435,2026-09-13,2026-09-14,
6ca3bacda2ef:unleaded95,6ca3bacda2ef,unleaded95,1.619,2026-09-13,2026-09-14,
6ca3bacda2ef:unleaded98,6ca3bacda2ef,unleaded98,1.699,2026-09-13,2026-09-14,
6cbad4fb4f78:diesel,6cbad4fb4f78,diesel,1.907,2026-09-13,2026-09-14,
6cbad4fb4f78:heating_oil,6cbad4fb4f78,heating_oil,1.559,2026-09-13,2026-09-14,
6cbad4fb4f78:kerosene,6cbad4fb4f78,kerosene,1.469,2026-09-13,2026-09-14,
6cbad4fb4f78:unleaded95,6cbad4fb4f78,unleaded95,1.647,2026-09-13,2026-09-14,
6cbad4fb4f78:unleaded98,6cbad4fb4f78,unleaded98,1.677,2026-09-13,2026-09-14,
6ce5fb3545fe:diesel,6ce5fb3545fe,diesel,1.919,2026-09-13,2026-09-14,
6ce5fb3545fe:heating_oil,6ce5fb3545fe,heating_oil,1.559,2026-09-13,2026-09-14,
6ce5fb3545fe:kerosene,6ce5fb3545fe,kerosene,1.489,2026-09-13,2026-09-14,
6ce5fb3545fe:unleaded95,6ce5fb3545fe,unleaded95,1.649,2026-09-13,2026-09-14,
6ce5fb3545fe:unleaded98,6ce5fb3545fe,unleaded98,1.689,2026-09-13,2026-09-14,
6e239d2282b3:diesel,6e239d2282b3,diesel,1.859,2026-09-13,2026-09-14,
6e239d2282b3:heating_oil,6e239d2282b3,heating_oil,1.559,2026-09-13,2026-09-14,
6e239d2282b3:kerosene,6e239d2282b3,kerosene,1.489,2026-09-13,2026-09-14,
6e239d2282b3:unleaded95,6e239d2282b3,unleaded95,1.599,2026-09-13,2026-09-14,
6e239d2282b3:unleaded98,6e239d2282b3,unleaded98,1.689,2026-09-13,2026-09-14,
70804ad4c6ed:diesel,70804ad4c6ed,diesel,1.949,2026-09-13,2026-09-14,
70804ad4c6ed:heating_oil,70804ad4c6ed,heating_oil,1.589,2026-09-13,2026-09-14,
70804ad4c6ed:kerosene,70804ad4c6ed,kerosene,1.469,2026-09-13,2026-09-14,
70804ad4c6ed:unleaded95,70804ad4c6ed,unleaded95,1.699,2026-09-13,2026-09-14,
70804ad4c6ed:unleaded98,70804ad4c6ed,unleaded98,1.737,2026-09-13,2026-09-14,
70b0af332d9f:diesel,70b0af332d9f,diesel,1.905,2026-09-13,2026-09-14,
70b0af332d9f:unleaded95,70b0af332d9f,unleaded95,1.647,2026-09-13,2026-09-14,
70b0af332d9f:unleaded98,70b0af332d9f,unleaded98,1.684,2026-09-13,2026-09-14,
71cfa14de08b:diesel,71cfa14de08b,diesel,1.909,2026-09-13,2026-09-14,
71cfa14de08b:heating_oil,71cfa14de08b,heating_oil,1.528,2026-09-13,2026-09-14,
71cfa14de08b:kerosene,71cfa14de08b,kerosene,1.435,2026-09-13,2026-09-14,
71cfa14de08b:unleaded95,71cfa14de08b,unleaded95,1.649,2026-09-13,2026-09-14,
71cfa14de08b:unleaded98,71cfa14de08b,unleaded98,1.699,2026-09-13,2026-09-14,
71f50aee8649:diesel,71f50aee8649,diesel,1.949,2026-09-13,2026-09-14,
71f50aee8649:heating_oil,71f50aee8649,heating_oil,1.579,2026-09-13,2026-09-14,
71f50aee8649:kerosene,71f50aee8649,kerosene,1.489,2026-09-13,2026-09-14,
71f50aee8649:unleaded95,71f50aee8649,unleaded95,1.687,2026-09-13,2026-09-14,
71f50aee8649:unleaded98,71f50aee8649,unleaded98,1.727,2026-09-13,2026-09-14,
72b865f82639:diesel,72b865f82639,diesel,1.989,2026-09-13,2026-09-14,
72b865f82639:heating_oil,72b865f82639,heating_oil,1.655,2026-09-13,2026-09-14,
72b865f82639:kerosene,72b865f82639,kerosene,1.424,2026-09-13,2026-09-14,
72b865f82639:unleaded95,72b865f82639,unleaded95,1.718,2026-09-13,2026-09-14,
72b865f82639:unleaded98,72b865f82639,unleaded98,1.785,2026-09-13,2026-09-14,
72bd542a8c85:diesel,72bd542a8c85,diesel,1.917,2026-09-13,2026-09-14,
72bd542a8c85:heating_oil,72bd542a8c85,heating_oil,1.539,2026-09-13,2026-09-14,
72bd542a8c85:kerosene,72bd542a8c85,kerosene,1.469,2026-09-13,2026-09-14,
72bd542a8c85:unleaded95,72bd542a8c85,unleaded95,1.649,2026-09-13,2026-09-14,
72bd542a8c85:unleaded98,72bd542a8c85,unleaded98,1.689,2026-09-13,2026-09-14,
73117467c0c8:diesel,73117467c0c8,diesel,1.869,2026-09-13,2026-09-14,
73117467c0c8:heating_oil,73117467c0c8,heating_oil,1.559,2026-09-13,2026-09-14,
73117467c0c8:kerosene,73117467c0c8,kerosene,1.489,2026-09-13,2026-09-14,
73117467c0c8:unleaded95,73117467c0c8,unleaded95,1.609,2026-09-13,2026-09-14,
73117467c0c8:unleaded98,73117467c0c8,unleaded98,1.689,2026-09-13,2026-09-14,
73805dddf7aa:diesel,73805dddf7aa,diesel,1.909,2026-09-13,2026-09-14,
73805dddf7aa:heating_oil,73805dddf7aa,heating_oil,1.540,2026-09-13,2026-09-14,
73805dddf7aa:kerosene,73805dddf7aa,kerosene,1.440,2026-09-13,2026-09-14,
73805dddf7aa:unleaded95,73805dddf7aa,unleaded95,1.645,2026-09-13,2026-09-14,
73805dddf7aa:unleaded98,73805dddf7aa,unleaded98,1.695,2026-09-13,2026-09-14,
73e26adc0d93:diesel,73e26adc0d93,diesel,1.929,2026-09-13,2026-09-14,
73e26adc0d93:heating_oil,73e26adc0d93,heating_oil,1.594,2026-09-13,2026-09-14,
73e26adc0d93:kerosene,73e26adc0d93,kerosene,1.643,2026-09-13,2026-09-14,
73e26adc0d93:unleaded95,73e26adc0d93,unleaded95,1.653,2026-09-13,2026-09-14,
73e26adc0d93:unleaded98,73e26adc0d93,unleaded98,1.688,2026-09-13,2026-09-14,
73f4fd3d41f8:diesel,73f4fd3d41f8,diesel,1.919,2026-09-13,2026-09-14,
73f4fd3d41f8:heating_oil,73f4fd3d41f8,heating_oil,1.562,2026-09-13,2026-09-14,
73f4fd3d41f8:kerosene,73f4fd3d41f8,kerosene,1.489,2026-09-13,2026-09-14,
73f4fd3d41f8:unleaded95,73f4fd3d41f8,unleaded95,1.648,2026-09-13,2026-09-14,
73f4fd3d41f8:unleaded98,73f4fd3d41f8,unleaded98,1.695,2026-09-13,2026-09-14,
743927ebc86a:diesel,743927ebc86a,diesel,1.905,2026-09-13,2026-09-14,
743927ebc86a:heating_oil,743927ebc86a,heating_oil,1.525,2026-09-13,2026-09-14,
743927ebc86a:kerosene,743927ebc86a,kerosene,1.395,2026-09-13,2026-09-14,
743927ebc86a:unleaded95,743927ebc86a,unleaded95,1.642,2026-09-13,2026-09-14,
743927ebc86a:unleaded98,743927ebc86a,unleaded98,1.697,2026-09-13,2026-09-14,
74b8ac0b63cd:diesel,74b8ac0b63cd,diesel,1.909,2026-09-13,2026-09-14,
74b8ac0b63cd:heating_oil,74b8ac0b63cd,heating_oil,1.528,2026-09-13,2026-09-14,
74b8ac0b63cd:kerosene,74b8ac0b63cd,kerosene,1.435,2026-09-13,2026-09-14,
74b8ac0b63cd:unleaded95,74b8ac0b63cd,unleaded95,1.649,2026-09-13,2026-09-14,
74b8ac0b63cd:unleaded98,74b8ac0b63cd,unleaded98,1.699,2026-09-13,2026-09-14,
74c4f4a42210:diesel,74c4f4a42210,diesel,1.939,2026-09-13,2026-09-14,
74c4f4a42210:heating_oil,74c4f4a42210,heating_oil,1.593,2026-09-13,2026-09-14,
74c4f4a42210:kerosene,74c4f4a42210,kerosene,1.299,2026-09-13,2026-09-14,
74c4f4a42210:unleaded95,74c4f4a42210,unleaded95,1.665,2026-09-13,2026-09-14,
74c4f4a42210:unleaded98,74c4f4a42210,unleaded98,1.707,2026-09-13,2026-09-14,
7510589f4eaa:diesel,7510589f4eaa,diesel,1.907,2026-09-13,2026-09-14,
7510589f4eaa:heating_oil,7510589f4eaa,heating_oil,1.534,2026-09-13,2026-09-14,
7510589f4eaa:kerosene,7510589f4eaa,kerosene,1.464,2026-09-13,2026-09-14,
7510589f4eaa:unleaded95,7510589f4eaa,unleaded95,1.599,2026-09-13,2026-09-14,
7510589f4eaa:unleaded98,7510589f4eaa,unleaded98,1.687,2026-09-13,2026-09-14,
772be93750d2:diesel,772be93750d2,diesel,1.903,2026-09-13,2026-09-14,
772be93750d2:heating_oil,772be93750d2,heating_oil,1.538,2026-09-13,2026-09-14,
772be93750d2:kerosene,772be93750d2,kerosene,1.460,2026-09-13,2026-09-14,
772be93750d2:unleaded95,772be93750d2,unleaded95,1.645,2026-09-13,2026-09-14,
772be93750d2:unleaded98,772be93750d2,unleaded98,1.675,2026-09-13,2026-09-14,
77450002346a:diesel,77450002346a,diesel,1.885,2026-09-13,2026-09-14,
77450002346a:heating_oil,77450002346a,heating_oil,1.524,2026-09-13,2026-09-14,
77450002346a:kerosene,77450002346a,kerosene,1.433,2026-09-13,2026-09-14,
77450002346a:unleaded95,77450002346a,unleaded95,1.638,2026-09-13,2026-09-14,
77450002346a:unleaded98,77450002346a,unleaded98,1.697,2026-09-13,2026-09-14,
77af34d3792b:diesel,77af34d3792b,diesel,1.859,2026-09-13,2026-09-14,
77af34d3792b:heating_oil,77af34d3792b,heating_oil,1.528,2026-09-13,2026-09-14,
77af34d3792b:kerosene,77af34d3792b,kerosene,1.435,2026-09-13,2026-09-14,
77af34d3792b:unleaded95,77af34d3792b,unleaded95,1.599,2026-09-13,2026-09-14,
77af34d3792b:unleaded98,77af34d3792b,unleaded98,1.699,2026-09-13,2026-09-14,
792650a717af:diesel,792650a717af,diesel,1.905,2026-09-13,2026-09-14,
792650a717af:heating_oil,792650a717af,heating_oil,1.498,2026-09-13,2026-09-14,
792650a717af:kerosene,792650a717af,kerosene,1.439,2026-09-13,2026-09-14,
792650a717af:unleaded95,792650a717af,unleaded95,1.649,2026-09-13,2026-09-14,
792650a717af:unleaded98,792650a717af,unleaded98,1.699,2026-09-13,2026-09-14,
79c9bc2be4e7:diesel,79c9bc2be4e7,diesel,1.859,2026-09-13,2026-09-14,
79c9bc2be4e7:heating_oil,79c9bc2be4e7,heating_oil,1.495,2026-09-13,2026-09-14,
79c9bc2be4e7:kerosene,79c9bc2be4e7,kerosene,1.395,2026-09-13,2026-09-14,
79c9bc2be4e7:unleaded95,79c9bc2be4e7,unleaded95,1.599,2026-09-13,2026-09-14,
79c9bc2be4e7:unleaded98,79c9bc2be4e7,unleaded98,1.665,2026-09-13,2026-09-14,
7b205bef86bd:diesel,7b205bef86bd,diesel,1.869,2026-09-13,2026-09-14,
7b205bef86bd:heating_oil,7b205bef86bd,heating_oil,1.529,2026-09-13,2026-09-14,
7b205bef86bd:kerosene,7b205bef86bd,kerosene,1.438,2026-09-13,2026-09-14,
7b205bef86bd:unleaded95,7b205bef86bd,unleaded95,1.609,2026-09-13,2026-09-14,
7b205bef86bd:unleaded98,7b205bef86bd,unleaded98,1.700,2026-09-13,2026-09-14,
7b3d6f74a132:diesel,7b3d6f74a132,diesel,1.885,2026-09-13,2026-09-14,
7b3d6f74a132:heating_oil,7b3d6f74a132,heating_oil,1.524,2026-09-13,2026-09-14,
7b3d6f74a132:kerosene,7b3d6f74a132,kerosene,1.433,2026-09-13,2026-09-14,
7b3d6f74a132:unleaded95,7b3d6f74a132,unleaded95,1.613,2026-09-13,2026-09-14,
7b3d6f74a132:unleaded98,7b3d6f74a132,unleaded98,1.685,2026-09-13,2026-09-14,
7c12967369e5:diesel,7c12967369e5,diesel,1.949,2026-09-13,2026-09-14,
7c12967369e5:heating_oil,7c12967369e5,heating_oil,1.579,2026-09-13,2026-09-14,
7c12967369e5:kerosene,7c12967369e5,kerosene,1.489,2026-09-13,2026-09-14,
7c12967369e5:unleaded95,7c12967369e5,unleaded95,1.679,2026-09-13,2026-09-14,
7c12967369e5:unleaded98,7c12967369e5,unleaded98,1.739,2026-09-13,2026-09-14,
7c3d4980155f:diesel,7c3d4980155f,diesel,1.908,2026-09-13,2026-09-14,
7c3d4980155f:heating_oil,7c3d4980155f,heating_oil,1.527,2026-09-13,2026-09-14,
7c3d4980155f:kerosene,7c3d4980155f,kerosene,1.435,2026-09-13,2026-09-14,
7c3d4980155f:unleaded95,7c3d4980155f,unleaded95,1.648,2026-09-13,2026-09-14,
7c3d4980155f:unleaded98,7c3d4980155f,unleaded98,1.699,2026-09-13,2026-09-14,
7cb63eb7db4a:diesel,7cb63eb7db4a,diesel,1.907,2026-09-13,2026-09-14,
7cb63eb7db4a:heating_oil,7cb63eb7db4a,heating_oil,1.527,2026-09-13,2026-09-14,
7cb63eb7db4a:kerosene,7cb63eb7db4a,kerosene,1.438,2026-09-13,2026-09-14,
7cb63eb7db4a:unleaded95,7cb63eb7db4a,unleaded95,1.645,2026-09-13,2026-09-14,
7cb63eb7db4a:unleaded98,7cb63eb7db4a,unleaded98,1.696,2026-09-13,2026-09-14,
7e13d23a29b2:diesel,7e13d23a29b2,diesel,1.905,2026-09-13,2026-09-14,
7e13d23a29b2:heating_oil,7e13d23a29b2,heating_oil,1.549,2026-09-13,2026-09-14,
7e13d23a29b2:kerosene,7e13d23a29b2,kerosene,1.499,2026-09-13,2026-09-14,
7e13d23a29b2:unleaded95,7e13d23a29b2,unleaded95,1.648,2026-09-13,2026-09-14,
7e13d23a29b2:unleaded98,7e13d23a29b2,unleaded98,1.678,2026-09-13,2026-09-14,
7ea7211d094c:diesel,7ea7211d094c,diesel,1.909,2026-09-13,2026-09-14,
7ea7211d094c:heating_oil,7ea7211d094c,heating_oil,1.559,2026-09-13,2026-09-14,
7ea7211d094c:kerosene,7ea7211d094c,kerosene,1.489,2026-09-13,2026-09-14,
7ea7211d094c:unleaded95,7ea7211d094c,unleaded95,1.647,2026-09-13,2026-09-14,
7ea7211d094c:unleaded98,7ea7211d094c,unleaded98,1.689,2026-09-13,2026-09-14,
82d0d5b8a85f:diesel,82d0d5b8a85f,diesel,1.919,2026-09-13,2026-09-14,
82d0d5b8a85f:heating_oil,82d0d5b8a85f,heating_oil,1.539,2026-09-13,2026-09-14,
82d0d5b8a85f:kerosene,82d0d5b8a85f,kerosene,1.439,2026-09-13,2026-09-14,
82d0d5b8a85f:unleaded95,82d0d5b8a85f,unleaded95,1.649,2026-09-13,2026-09-14,
82d0d5b8a85f:unleaded98,82d0d5b8a85f,unleaded98,1.689,2026-09-13,2026-09-14,
83e2c7cccb9a:diesel,83e2c7cccb9a,diesel,1.919,2026-09-13,2026-09-14,
83e2c7cccb9a:heating_oil,83e2c7cccb9a,heating_oil,1.559,2026-09-13,2026-09-14,
83e2c7cccb9a:kerosene,83e2c7cccb9a,kerosene,1.489,2026-09-13,2026-09-14,
83e2c7cccb9a:unleaded95,83e2c7cccb9a,unleaded95,1.649,2026-09-13,2026-09-14,
83e2c7cccb9a:unleaded98,83e2c7cccb9a,unleaded98,1.689,2026-09-13,2026-09-14,
84148c33cbb4:diesel,84148c33cbb4,diesel,1.908,2026-09-13,2026-09-14,
84148c33cbb4:heating_oil,84148c33cbb4,heating_oil,1.528,2026-09-13,2026-09-14,
84148c33cbb4:kerosene,84148c33cbb4,kerosene,1.435,2026-09-13,2026-09-14,
84148c33cbb4:unleaded95,84148c33cbb4,unleaded95,1.647,2026-09-13,2026-09-14,
84148c33cbb4:unleaded98,84148c33cbb4,unleaded98,1.699,2026-09-13,2026-09-14,
8448a4c5531f:diesel,8448a4c5531f,diesel,1.869,2026-09-13,2026-09-14,
8448a4c5531f:heating_oil,8448a4c5531f,heating_oil,1.529,2026-09-13,2026-09-14,
8448a4c5531f:unleaded95,8448a4c5531f,unleaded95,1.599,2026-09-13,2026-09-14,
8448a4c5531f:unleaded98,8448a4c5531f,unleaded98,1.689,2026-09-13,2026-09-14,
84e85efa4053:diesel,84e85efa4053,diesel,1.929,2026-09-13,2026-09-14,
84e85efa4053:heating_oil,84e85efa4053,heating_oil,1.619,2026-09-13,2026-09-14,
84e85efa4053:kerosene,84e85efa4053,kerosene,1.529,2026-09-13,2026-09-14,
84e85efa4053:unleaded95,84e85efa4053,unleaded95,1.659,2026-09-13,2026-09-14,
84e85efa4053:unleaded98,84e85efa4053,unleaded98,1.749,2026-09-13,2026-09-14,
873fd7d21413:diesel,873fd7d21413,diesel,1.909,2026-09-13,2026-09-14,
873fd7d21413:heating_oil,873fd7d21413,heating_oil,1.618,2026-09-13,2026-09-14,
873fd7d21413:kerosene,873fd7d21413,kerosene,1.525,2026-09-13,2026-09-14,
873fd7d21413:unleaded95,873fd7d21413,unleaded95,1.649,2026-09-13,2026-09-14,
873fd7d21413:unleaded98,873fd7d21413,unleaded98,1.700,2026-09-13,2026-09-14,
87bc9a5f5af2:diesel,87bc9a5f5af2,diesel,1.919,2026-09-13,2026-09-14,
87bc9a5f5af2:heating_oil,87bc9a5f5af2,heating_oil,1.559,2026-09-13,2026-09-14,
87bc9a5f5af2:unleaded95,87bc9a5f5af2,unleaded95,1.669,2026-09-13,2026-09-14,
87bc9a5f5af2:unleaded98,87bc9a5f5af2,unleaded98,1.689,2026-09-13,2026-09-14,
8899ec50983b:diesel,8899ec50983b,diesel,1.879,2026-09-13,2026-09-14,
8899ec50983b:heating_oil,8899ec50983b,heating_oil,1.529,2026-09-13,2026-09-14,
8899ec50983b:kerosene,8899ec50983b,kerosene,1.439,2026-09-13,2026-09-14,
8899ec50983b:unleaded95,8899ec50983b,unleaded95,1.619,2026-09-13,2026-09-14,
8899ec50983b:unleaded98,8899ec50983b,unleaded98,1.689,2026-09-13,2026-09-14,
896e4ee2aacd:diesel,896e4ee2aacd,diesel,1.919,2026-09-13,2026-09-14,
896e4ee2aacd:heating_oil,896e4ee2aacd,heating_oil,1.559,2026-09-13,2026-09-14,
896e4ee2aacd:kerosene,896e4ee2aacd,kerosene,1.489,2026-09-13,2026-09-14,
896e4ee2aacd:unleaded95,896e4ee2aacd,unleaded95,1.617,2026-09-13,2026-09-14,
896e4ee2aacd:unleaded98,896e4ee2aacd,unleaded98,1.689,2026-09-13,2026-09-14,
89f3721e58ea:diesel,89f3721e58ea,diesel,1.929,2026-09-13,2026-09-14,
89f3721e58ea:heating_oil,89f3721e58ea,heating_oil,1.559,2026-09-13,2026-09-14,
89f3721e58ea:kerosene,89f3721e58ea,kerosene,1.469,2026-09-13,2026-09-14,
89f3721e58ea:unleaded95,89f3721e58ea,unleaded95,1.667,2026-09-13,2026-09-14,
89f3721e58ea:unleaded98,89f3721e58ea,unleaded98,1.707,2026-09-13,2026-09-14,
89f704207e91:diesel,89f704207e91,diesel,1.908,2026-09-13,2026-09-14,
89f704207e91:heating_oil,89f704207e91,heating_oil,1.528,2026-09-13,2026-09-14,
89f704207e91:kerosene,89f704207e91,kerosene,1.489,2026-09-13,2026-09-14,
89f704207e91:unleaded95,89f704207e91,unleaded95,1.649,2026-09-13,2026-09-14,
89f704207e91:unleaded98,89f704207e91,unleaded98,1.689,2026-09-13,2026-09-14,
8d38472ccb06:diesel,8d38472ccb06,diesel,1.909,2026-09-13,2026-09-14,
